2019-01-26 10:32:56,844 charges_calc.py:109 INFO called load_rentals_file function
2019-01-26 10:32:56,844 charges_calc.py:63  INFO load json file into data
2019-01-26 10:32:56,844 charges_calc.py:111 INFO called calculate_additional_fields function
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-05-25 00:00:00 is earlier than the rental start date 2016-10-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2017-07-14 00:00:00 is earlier than the rental start date 2017-09-09 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-05-12 00:00:00 is earlier than the rental start date 2018-06-06 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-11-19 00:00:00 is earlier than the rental start date 2018-08-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2018-01-27 00:00:00 is earlier than the rental start date 2018-11-27 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-04-29 00:00:00 is earlier than the rental start date 2017-05-13 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2018-03-20 00:00:00 is earlier than the rental start date 2018-12-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-06-18 00:00:00 is earlier than the rental start date 2016-08-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2018-08-15 00:00:00 is earlier than the rental start date 2018-11-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-05-23 00:00:00 is earlier than the rental start date 2017-03-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2017-07-23 00:00:00 is earlier than the rental start date 2018-08-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-08-29 00:00:00 is earlier than the rental start date 2017-01-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-10-21 00:00:00 is earlier than the rental start date 2018-11-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-05-21 00:00:00 is earlier than the rental start date 2018-06-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2017-09-20 00:00:00 is earlier than the rental start date 2018-12-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-12-08 00:00:00 is earlier than the rental start date 2017-07-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-02-18 00:00:00 is earlier than the rental start date 2017-01-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-08-30 00:00:00 is earlier than the rental start date 2017-12-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-02-20 00:00:00 is earlier than the rental start date 2017-12-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2018-01-01 00:00:00 is earlier than the rental start date 2018-03-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-06-04 00:00:00 is earlier than the rental start date 2017-05-30 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2017-01-09 00:00:00 is earlier than the rental start date 2018-06-26 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-01-09 00:00:00 is earlier than the rental start date 2017-06-06 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-02-03 00:00:00 is earlier than the rental start date 2018-05-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2016-08-04 00:00:00 is earlier than the rental start date 2017-04-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,876 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,876 charges_calc.py:86  ERROR The rental end date 2017-06-04 00:00:00 is earlier than the rental start date 2018-07-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,891 charges_calc.py:86  ERROR The rental end date 2017-12-18 00:00:00 is earlier than the rental start date 2018-07-19 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,891 charges_calc.py:86  ERROR The rental end date 2016-08-01 00:00:00 is earlier than the rental start date 2017-01-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,892 charges_calc.py:86  ERROR The rental end date 2017-02-25 00:00:00 is earlier than the rental start date 2018-11-30 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,895 charges_calc.py:86  ERROR The rental end date 2017-04-05 00:00:00 is earlier than the rental start date 2018-12-04 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,895 charges_calc.py:86  ERROR The rental end date 2017-07-25 00:00:00 is earlier than the rental start date 2018-03-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,896 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,897 charges_calc.py:86  ERROR The rental end date 2018-07-30 00:00:00 is earlier than the rental start date 2018-12-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,898 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,898 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,899 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,899 charges_calc.py:86  ERROR The rental end date 2017-05-23 00:00:00 is earlier than the rental start date 2018-03-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,900 charges_calc.py:86  ERROR The rental end date 2017-06-21 00:00:00 is earlier than the rental start date 2018-12-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,900 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,901 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,901 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,902 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,903 charges_calc.py:86  ERROR The rental end date 2016-08-11 00:00:00 is earlier than the rental start date 2016-10-13 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,903 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,904 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,904 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,905 charges_calc.py:86  ERROR The rental end date 2017-05-01 00:00:00 is earlier than the rental start date 2017-09-13 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,905 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,906 charges_calc.py:86  ERROR The rental end date 2017-03-22 00:00:00 is earlier than the rental start date 2018-01-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,906 charges_calc.py:86  ERROR The rental end date 2016-05-02 00:00:00 is earlier than the rental start date 2016-11-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,907 charges_calc.py:86  ERROR The rental end date 2016-01-03 00:00:00 is earlier than the rental start date 2018-11-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,907 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,908 charges_calc.py:86  ERROR The rental end date 2016-07-15 00:00:00 is earlier than the rental start date 2018-07-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,909 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,909 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,910 charges_calc.py:86  ERROR The rental end date 2018-09-17 00:00:00 is earlier than the rental start date 2018-10-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,911 charges_calc.py:86  ERROR The rental end date 2016-11-03 00:00:00 is earlier than the rental start date 2018-09-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,912 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,914 charges_calc.py:86  ERROR The rental end date 2016-08-16 00:00:00 is earlier than the rental start date 2018-08-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,915 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,916 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,917 charges_calc.py:86  ERROR The rental end date 2016-03-30 00:00:00 is earlier than the rental start date 2017-05-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,918 charges_calc.py:86  ERROR The rental end date 2017-07-19 00:00:00 is earlier than the rental start date 2018-01-07 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,919 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,920 charges_calc.py:86  ERROR The rental end date 2017-05-19 00:00:00 is earlier than the rental start date 2018-12-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,923 charges_calc.py:86  ERROR The rental end date 2016-03-06 00:00:00 is earlier than the rental start date 2018-07-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,924 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,924 charges_calc.py:86  ERROR The rental end date 2018-03-14 00:00:00 is earlier than the rental start date 2018-05-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,925 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,926 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,928 charges_calc.py:86  ERROR The rental end date 2016-09-10 00:00:00 is earlier than the rental start date 2016-12-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,929 charges_calc.py:86  ERROR The rental end date 2017-08-07 00:00:00 is earlier than the rental start date 2018-04-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,930 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,930 charges_calc.py:86  ERROR The rental end date 2016-02-15 00:00:00 is earlier than the rental start date 2018-04-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,931 charges_calc.py:86  ERROR The rental end date 2016-12-11 00:00:00 is earlier than the rental start date 2017-02-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,931 charges_calc.py:86  ERROR The rental end date 2016-05-25 00:00:00 is earlier than the rental start date 2016-10-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,932 charges_calc.py:86  ERROR The rental end date 2016-09-25 00:00:00 is earlier than the rental start date 2018-03-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,933 charges_calc.py:86  ERROR The rental end date 2017-01-11 00:00:00 is earlier than the rental start date 2018-09-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,933 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,934 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,935 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,936 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,936 charges_calc.py:86  ERROR The rental end date 2018-03-15 00:00:00 is earlier than the rental start date 2018-05-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,937 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,938 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,939 charges_calc.py:86  ERROR The rental end date 2018-04-07 00:00:00 is earlier than the rental start date 2018-08-01 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,939 charges_calc.py:86  ERROR The rental end date 2018-08-14 00:00:00 is earlier than the rental start date 2018-08-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,940 charges_calc.py:86  ERROR The rental end date 2016-09-08 00:00:00 is earlier than the rental start date 2018-12-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,941 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,941 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,942 charges_calc.py:86  ERROR The rental end date 2018-04-08 00:00:00 is earlier than the rental start date 2018-05-31 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,942 charges_calc.py:86  ERROR The rental end date 2016-09-28 00:00:00 is earlier than the rental start date 2018-03-12 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,943 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,943 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,944 charges_calc.py:86  ERROR The rental end date 2016-01-11 00:00:00 is earlier than the rental start date 2017-10-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,944 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,945 charges_calc.py:86  ERROR The rental end date 2016-08-17 00:00:00 is earlier than the rental start date 2016-11-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,945 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,946 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,947 charges_calc.py:86  ERROR The rental end date 2017-04-30 00:00:00 is earlier than the rental start date 2017-05-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,948 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,949 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
