2019-01-26 09:54:58,804 charges_calc.py:104 INFO called load_rentals_file function
2019-01-26 09:54:58,804 charges_calc.py:63  INFO load json file into data
2019-01-26 09:54:58,804 charges_calc.py:106 INFO called calculate_additional_fields function
2019-01-26 09:54:58,853 charges_calc.py:86  ERROR The rental end date 2016-01-12 00:00:00 is earlier than the rental start date 2018-06-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,854 charges_calc.py:86  ERROR The rental end date 2016-02-09 00:00:00 is earlier than the rental start date 2017-08-31 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,855 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,855 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,856 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,857 charges_calc.py:86  ERROR The rental end date 2016-05-28 00:00:00 is earlier than the rental start date 2018-03-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,857 charges_calc.py:86  ERROR The rental end date 2016-04-21 00:00:00 is earlier than the rental start date 2018-03-27 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,858 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,858 charges_calc.py:86  ERROR The rental end date 2017-05-06 00:00:00 is earlier than the rental start date 2018-07-06 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,859 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,859 charges_calc.py:86  ERROR The rental end date 2017-04-18 00:00:00 is earlier than the rental start date 2017-07-01 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,860 charges_calc.py:86  ERROR The rental end date 2017-04-13 00:00:00 is earlier than the rental start date 2018-04-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,860 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,860 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,861 charges_calc.py:86  ERROR The rental end date 2016-04-03 00:00:00 is earlier than the rental start date 2017-10-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,861 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,862 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,862 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,862 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,863 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,863 charges_calc.py:86  ERROR The rental end date 2016-12-30 00:00:00 is earlier than the rental start date 2017-12-01 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,863 charges_calc.py:86  ERROR The rental end date 2017-03-30 00:00:00 is earlier than the rental start date 2018-02-19 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,864 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,865 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,865 charges_calc.py:86  ERROR The rental end date 2016-12-19 00:00:00 is earlier than the rental start date 2018-09-04 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,865 charges_calc.py:86  ERROR The rental end date 2018-11-12 00:00:00 is earlier than the rental start date 2018-12-19 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,866 charges_calc.py:86  ERROR The rental end date 2018-01-08 00:00:00 is earlier than the rental start date 2018-10-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,866 charges_calc.py:86  ERROR The rental end date 2016-06-24 00:00:00 is earlier than the rental start date 2018-08-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,867 charges_calc.py:86  ERROR The rental end date 2016-10-28 00:00:00 is earlier than the rental start date 2017-09-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,868 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,868 charges_calc.py:86  ERROR The rental end date 2017-06-30 00:00:00 is earlier than the rental start date 2018-12-06 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,868 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,869 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,869 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,869 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,870 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,870 charges_calc.py:86  ERROR The rental end date 2016-02-27 00:00:00 is earlier than the rental start date 2018-04-12 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,870 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,871 charges_calc.py:86  ERROR The rental end date 2017-01-25 00:00:00 is earlier than the rental start date 2017-07-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,871 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,871 charges_calc.py:86  ERROR The rental end date 2016-01-18 00:00:00 is earlier than the rental start date 2016-02-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,872 charges_calc.py:86  ERROR The rental end date 2017-02-28 00:00:00 is earlier than the rental start date 2018-02-12 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,872 charges_calc.py:86  ERROR The rental end date 2018-06-03 00:00:00 is earlier than the rental start date 2018-08-25 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,872 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,873 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,873 charges_calc.py:86  ERROR The rental end date 2016-12-12 00:00:00 is earlier than the rental start date 2018-10-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,873 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,874 charges_calc.py:86  ERROR The rental end date 2017-10-18 00:00:00 is earlier than the rental start date 2018-01-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,874 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,875 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,875 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,877 charges_calc.py:86  ERROR The rental end date 2016-05-25 00:00:00 is earlier than the rental start date 2016-10-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,879 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,880 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,881 charges_calc.py:86  ERROR The rental end date 2017-07-14 00:00:00 is earlier than the rental start date 2017-09-09 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,882 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,882 charges_calc.py:86  ERROR The rental end date 2016-05-12 00:00:00 is earlier than the rental start date 2018-06-06 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,883 charges_calc.py:86  ERROR The rental end date 2016-11-19 00:00:00 is earlier than the rental start date 2018-08-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,884 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,884 charges_calc.py:86  ERROR The rental end date 2018-01-27 00:00:00 is earlier than the rental start date 2018-11-27 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,885 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,886 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,886 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,887 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,887 charges_calc.py:86  ERROR The rental end date 2016-04-29 00:00:00 is earlier than the rental start date 2017-05-13 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,888 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,889 charges_calc.py:86  ERROR The rental end date 2018-03-20 00:00:00 is earlier than the rental start date 2018-12-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,889 charges_calc.py:86  ERROR The rental end date 2016-06-18 00:00:00 is earlier than the rental start date 2016-08-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,890 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,891 charges_calc.py:86  ERROR The rental end date 2018-08-15 00:00:00 is earlier than the rental start date 2018-11-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,891 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,891 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,892 charges_calc.py:86  ERROR The rental end date 2016-05-23 00:00:00 is earlier than the rental start date 2017-03-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,892 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,893 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,895 charges_calc.py:86  ERROR The rental end date 2017-07-23 00:00:00 is earlier than the rental start date 2018-08-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,897 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,899 charges_calc.py:86  ERROR The rental end date 2016-08-29 00:00:00 is earlier than the rental start date 2017-01-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,900 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,900 charges_calc.py:86  ERROR The rental end date 2016-10-21 00:00:00 is earlier than the rental start date 2018-11-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,901 charges_calc.py:86  ERROR The rental end date 2016-05-21 00:00:00 is earlier than the rental start date 2018-06-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,902 charges_calc.py:86  ERROR The rental end date 2017-09-20 00:00:00 is earlier than the rental start date 2018-12-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,903 charges_calc.py:86  ERROR The rental end date 2016-12-08 00:00:00 is earlier than the rental start date 2017-07-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,906 charges_calc.py:86  ERROR The rental end date 2016-02-18 00:00:00 is earlier than the rental start date 2017-01-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,907 charges_calc.py:86  ERROR The rental end date 2016-08-30 00:00:00 is earlier than the rental start date 2017-12-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,908 charges_calc.py:86  ERROR The rental end date 2016-02-20 00:00:00 is earlier than the rental start date 2017-12-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,910 charges_calc.py:86  ERROR The rental end date 2018-01-01 00:00:00 is earlier than the rental start date 2018-03-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,910 charges_calc.py:86  ERROR The rental end date 2016-06-04 00:00:00 is earlier than the rental start date 2017-05-30 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,911 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,912 charges_calc.py:86  ERROR The rental end date 2017-01-09 00:00:00 is earlier than the rental start date 2018-06-26 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,914 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,915 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,915 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,916 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,917 charges_calc.py:86  ERROR The rental end date 2016-01-09 00:00:00 is earlier than the rental start date 2017-06-06 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,917 charges_calc.py:86  ERROR The rental end date 2016-02-03 00:00:00 is earlier than the rental start date 2018-05-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,918 charges_calc.py:86  ERROR The rental end date 2016-08-04 00:00:00 is earlier than the rental start date 2017-04-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,919 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,919 charges_calc.py:86  ERROR The rental end date 2017-06-04 00:00:00 is earlier than the rental start date 2018-07-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,920 charges_calc.py:86  ERROR The rental end date 2017-12-18 00:00:00 is earlier than the rental start date 2018-07-19 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,920 charges_calc.py:86  ERROR The rental end date 2016-08-01 00:00:00 is earlier than the rental start date 2017-01-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,921 charges_calc.py:86  ERROR The rental end date 2017-02-25 00:00:00 is earlier than the rental start date 2018-11-30 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,921 charges_calc.py:86  ERROR The rental end date 2017-04-05 00:00:00 is earlier than the rental start date 2018-12-04 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,922 charges_calc.py:86  ERROR The rental end date 2017-07-25 00:00:00 is earlier than the rental start date 2018-03-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,922 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,923 charges_calc.py:86  ERROR The rental end date 2018-07-30 00:00:00 is earlier than the rental start date 2018-12-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,924 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,926 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,928 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,931 charges_calc.py:86  ERROR The rental end date 2017-05-23 00:00:00 is earlier than the rental start date 2018-03-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,933 charges_calc.py:86  ERROR The rental end date 2017-06-21 00:00:00 is earlier than the rental start date 2018-12-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,934 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,934 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,936 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,937 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,938 charges_calc.py:86  ERROR The rental end date 2016-08-11 00:00:00 is earlier than the rental start date 2016-10-13 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,938 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,938 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,938 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,939 charges_calc.py:86  ERROR The rental end date 2017-05-01 00:00:00 is earlier than the rental start date 2017-09-13 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,939 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,940 charges_calc.py:86  ERROR The rental end date 2017-03-22 00:00:00 is earlier than the rental start date 2018-01-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,940 charges_calc.py:86  ERROR The rental end date 2016-05-02 00:00:00 is earlier than the rental start date 2016-11-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,941 charges_calc.py:86  ERROR The rental end date 2016-01-03 00:00:00 is earlier than the rental start date 2018-11-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,944 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,944 charges_calc.py:86  ERROR The rental end date 2016-07-15 00:00:00 is earlier than the rental start date 2018-07-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,945 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,945 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,947 charges_calc.py:86  ERROR The rental end date 2018-09-17 00:00:00 is earlier than the rental start date 2018-10-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,947 charges_calc.py:86  ERROR The rental end date 2016-11-03 00:00:00 is earlier than the rental start date 2018-09-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,948 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,949 charges_calc.py:86  ERROR The rental end date 2016-08-16 00:00:00 is earlier than the rental start date 2018-08-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,949 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,950 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,951 charges_calc.py:86  ERROR The rental end date 2016-03-30 00:00:00 is earlier than the rental start date 2017-05-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,951 charges_calc.py:86  ERROR The rental end date 2017-07-19 00:00:00 is earlier than the rental start date 2018-01-07 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,954 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,955 charges_calc.py:86  ERROR The rental end date 2017-05-19 00:00:00 is earlier than the rental start date 2018-12-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,955 charges_calc.py:86  ERROR The rental end date 2016-03-06 00:00:00 is earlier than the rental start date 2018-07-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,956 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,956 charges_calc.py:86  ERROR The rental end date 2018-03-14 00:00:00 is earlier than the rental start date 2018-05-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,957 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,958 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,958 charges_calc.py:86  ERROR The rental end date 2016-09-10 00:00:00 is earlier than the rental start date 2016-12-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,959 charges_calc.py:86  ERROR The rental end date 2017-08-07 00:00:00 is earlier than the rental start date 2018-04-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,962 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,966 charges_calc.py:86  ERROR The rental end date 2016-02-15 00:00:00 is earlier than the rental start date 2018-04-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,967 charges_calc.py:86  ERROR The rental end date 2016-12-11 00:00:00 is earlier than the rental start date 2017-02-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,968 charges_calc.py:86  ERROR The rental end date 2016-05-25 00:00:00 is earlier than the rental start date 2016-10-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,968 charges_calc.py:86  ERROR The rental end date 2016-09-25 00:00:00 is earlier than the rental start date 2018-03-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,969 charges_calc.py:86  ERROR The rental end date 2017-01-11 00:00:00 is earlier than the rental start date 2018-09-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,970 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,970 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,971 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,972 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,972 charges_calc.py:86  ERROR The rental end date 2018-03-15 00:00:00 is earlier than the rental start date 2018-05-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,973 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,973 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,974 charges_calc.py:86  ERROR The rental end date 2018-04-07 00:00:00 is earlier than the rental start date 2018-08-01 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,975 charges_calc.py:86  ERROR The rental end date 2018-08-14 00:00:00 is earlier than the rental start date 2018-08-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,975 charges_calc.py:86  ERROR The rental end date 2016-09-08 00:00:00 is earlier than the rental start date 2018-12-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,976 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,977 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,977 charges_calc.py:86  ERROR The rental end date 2018-04-08 00:00:00 is earlier than the rental start date 2018-05-31 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,977 charges_calc.py:86  ERROR The rental end date 2016-09-28 00:00:00 is earlier than the rental start date 2018-03-12 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,979 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,981 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,982 charges_calc.py:86  ERROR The rental end date 2016-01-11 00:00:00 is earlier than the rental start date 2017-10-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,982 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,982 charges_calc.py:86  ERROR The rental end date 2016-08-17 00:00:00 is earlier than the rental start date 2016-11-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,983 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,983 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,984 charges_calc.py:86  ERROR The rental end date 2017-04-30 00:00:00 is earlier than the rental start date 2017-05-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 09:54:58,984 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 09:54:58,985 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
